10,5.792
20,5.726
30,5.6967
40,5.6306
50,5.5771
60,5.4933
70,5.3832
80,5.2542
90,5.1166
100,4.9781
110,4.848
120,4.7338
130,4.6297
140,4.5447
150,4.459
160,4.3881
170,4.3226
180,4.2643
190,4.212
200,4.1732
210,4.1274
220,4.0926
230,4.0648
240,4.0382
250,4.0139
260,3.9936
270,3.9796
280,3.9638
290,3.955
300,3.9415
310,3.9333
320,3.9268
330,3.9232
340,3.9164
350,3.9127
360,3.909
370,3.9053
380,3.9034
390,3.9042
400,3.8992
410,3.8975
420,3.8935
430,3.8957
440,3.8926
450,3.8951
460,3.8916
470,3.8919
480,3.8916
490,3.8913
500,3.8883
510,3.8884
520,3.8895
530,3.8883
540,3.8882
550,3.8865
560,3.8868
570,3.8875
580,3.8878
590,3.8867
600,3.8877
610,3.8855
620,3.886
630,3.8838
640,3.8855
650,3.8869
660,3.8856
670,3.8847
680,3.8845
690,3.8848
700,3.8844
710,3.8846
720,3.8836
730,3.8852
740,3.8854
750,3.8819
760,3.8838
770,3.8819
780,3.8843
790,3.8842
800,3.8842
810,3.8837
820,3.8826
830,3.8852
840,3.8836
850,3.8844
860,3.884
870,3.8839
880,3.8833
890,3.8832
900,3.8819
910,3.8817
920,3.8831
930,3.8833
940,3.882
950,3.884
960,3.8828
970,3.8827
980,3.8813
990,3.8841
1000,3.8831
